ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item Description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
BS7685_6.5_CNF,,Club c 85,http://ballzy.eu/lt/product/club-c-85-bs7685-6-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_BS7685_6.5_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,74.00 EUR,49.00 EUR,"Reebok,White,Lifestyle,in stock,Yes,Reebok,Female",,,,,,,,74€,49€
VN0A3JEXPU11_050_CNF,,Ua classic slip-on 98 dx anaheim factory,http://ballzy.eu/lt/product/ua-classic-slip-on-98-dx-anaheim-factory-vn0a3jexpu11-050-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0A3JEXPU11_050_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,89.00 EUR,39.00 EUR,"Vans,Įvairiaspalvė,Lifestyle,in stock,Yes,Vans,Male|Female",,,,,,,,89€,39€
38441201_4_CNF,,Mayze stack lthr wns,http://ballzy.eu/lt/product/mayze-stack-lthr-wns-38441201-4-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_38441201_4_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,119.00 EUR,59.00 EUR,"Puma,White,Lifestyle,in stock,Yes,Puma,Female",,,,,,,,119€,59€
HQ8708_8_CNF,,Campus 00s,http://ballzy.eu/lt/product/campus-00s-hq8708-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_HQ8708_8_CNF.jpg,,"kuigi adidas campus´i kingad debüteerisid kõvaplatsil, võeti need kiiresti kasutusele ka mujal. selle paari puhul liigutame ikoonilist siluetti teises suunas ning lisame sellele kaasaegseid materjale, värve ja proportsioone. need on tehtud esmaklassilise nahast pealsega, mis on vooderdatud pehme froteekangaga, kusjuures kõik see on paigutatud naturaalvalge vahepealse peale - selge ühendus campus´i pärandiga.  Apsilankykite pas mus ballzy.eu.",Women's Street Shoes,119.00 EUR,99.00 EUR,"adidas Originals,Black,Lifestyle,in stock,Yes,adidas Originals,Male|Female",,,,,,,,119€,99€
VN0A4BXBBKP1_090_CNF,,Ua ultrarange vr3,http://ballzy.eu/lt/product/ua-ultrarange-vr3-vn0a4bxbbkp1-090-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0A4BXBBKP1_090_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,134.00 EUR,59.00 EUR,"Vans,Gray,Lifestyle,in stock,Yes,Vans,Male",,,,,,,,134€,59€
DD1391_100_9_CNF,,Nike dunk low retro,http://ballzy.eu/lt/product/nike-dunk-low-retro-dd1391-100-9-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD1391_100_9_CNF.jpg,,"true to your crew… nike dunk low retro, mis on loodud kõvaplatsile, kuid viidud tänavatele, naaseb teravate kattematerjalide ja originaalsete meeskonnavärvidega. see korvpalli ikoon kanaliseerib '80ndate vibratsiooni kõrgekvaliteedilise nahaga pealses, mis näeb hea välja ja murdub veelgi paremini. kaasaegne jalatsitehnoloogia aitab tuua mugavuse 21. sajandisse… toote omadused: premium nahk pealses on täiusliku läikega ja murdub ilusti sisse… kaasaegne vahtpol Apsilankykite pas mus ballzy.eu.",Men's Street Shoes,129.00 EUR,99.00 EUR,"Nike,Black,Lifestyle,in stock,Yes,Nike,Male",,,,,,,,129€,99€
30823358_070_CNF,,Tarik,http://ballzy.eu/lt/product/tarik-30823358-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30823358_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Boots,169.00 EUR,89.00 EUR,"Dr. Martens,Green,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,169€,89€
30851308_040_CNF,,Combs w,http://ballzy.eu/lt/product/combs-w-30851308-040-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30851308_040_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Boots,159.00 EUR,79.00 EUR,"Dr. Martens,Purple,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,159€,79€
30851329_040_CNF,,Combs w,http://ballzy.eu/lt/product/combs-w-30851329-040-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30851329_040_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Boots,159.00 EUR,79.00 EUR,"Dr. Martens,Smėlinė,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,159€,79€
26002001_080_CNF,,Embury,http://ballzy.eu/lt/product/embury-26002001-080-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_26002001_080_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Boots,169.00 EUR,135.20 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Male|Female",,,,,,,,169€,135.20€
30868001_070_CNF,,Jorge ii,http://ballzy.eu/lt/product/jorge-ii-30868001-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30868001_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,159.00 EUR,69.00 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,159€,69€
PH327CGW_1_CNF,,New balance 327 k,http://ballzy.eu/lt/product/new-balance-327-k-ph327cgw-1-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_PH327CGW_1_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Kids' Street Shoes,69.00 EUR,34.00 EUR,"New Balance,Gray,Lifestyle,in stock,Yes,New Balance,Children",,,,,,,,69€,34€
30822001_070_CNF,,Pearson ii,http://ballzy.eu/lt/product/pearson-ii-30822001-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30822001_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,139.00 EUR,74.00 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,139€,74€
30822538_070_CNF,,Pearson ii,http://ballzy.eu/lt/product/pearson-ii-30822538-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30822538_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,139.00 EUR,74.00 EUR,"Dr. Martens,Green,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,139€,74€
30823292_070_CNF,,Tarik,http://ballzy.eu/lt/product/tarik-30823292-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30823292_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Boots,169.00 EUR,99.00 EUR,"Dr. Martens,Smėlinė,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,169€,99€
30835053_070_CNF,,Forster mid,http://ballzy.eu/lt/product/forster-mid-30835053-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30835053_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,119.00 EUR,69.00 EUR,"Dr. Martens,Gray,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,119€,69€
30852001_070_CNF,,Ayce,http://ballzy.eu/lt/product/ayce-30852001-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30852001_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,119.00 EUR,60.00 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,119€,60€
30852538_070_CNF,,Ayce,http://ballzy.eu/lt/product/ayce-30852538-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30852538_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,119.00 EUR,60.00 EUR,"Dr. Martens,Green,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,119€,60€
S1044_677_6_CNF,,Jazz original,http://ballzy.eu/lt/product/jazz-original-s1044-677-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S1044_677_6_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,120.00 EUR,79.00 EUR,"Saucony,Blue,Lifestyle,in stock,Yes,Saucony,Female",,,,,,,,120€,79€
S1108_840_6_CNF,,Shadow original,http://ballzy.eu/lt/product/shadow-original-s1108-840-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S1108_840_6_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,139.00 EUR,89.00 EUR,"Saucony,Purple,Lifestyle,in stock,Yes,Saucony,Female",,,,,,,,139€,89€
S70670_6_8.5_CNF,,3d grid hurricane,http://ballzy.eu/lt/product/3d-grid-hurricane-s70670-6-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70670_6_8.5_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,159.00 EUR,119.00 EUR,"Saucony,Gray,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,159€,119€
S70704_5_8_CNF,,Progrid triumph 4,http://ballzy.eu/lt/product/progrid-triumph-4-s70704-5-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70704_5_8_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,169.00 EUR,119.00 EUR,"Saucony,Black,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,169€,119€
VN0A5FCCG0E1_095_CNF,,Mn skate sk8-hi,http://ballzy.eu/lt/product/mn-skate-sk8-hi-vn0a5fccg0e1-095-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0A5FCCG0E1_095_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,109.00 EUR,44.00 EUR,"Vans,Blue,Lifestyle,in stock,Yes,Vans,Male",,,,,,,,109€,44€
DH8016_001_6_CNF,,W air max 97 nn,http://ballzy.eu/lt/product/w-air-max-97-nn-dh8016-001-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DH8016_001_6_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,209.00 EUR,136.00 EUR,"Nike,Black,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,209€,136€
DH8016_100_6_CNF,,Wmns air max 97,http://ballzy.eu/lt/product/wmns-air-max-97-dh8016-100-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DH8016_100_6_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,229.00 EUR,149.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,229€,149€
1201A844_100_5_CNF,,Gel-1130,http://ballzy.eu/lt/product/gel-1130-1201a844-100-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_1201A844_100_5_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,129.00 EUR,69.00 EUR,"Asics,Gray,Lifestyle,in stock,Yes,Asics,Female",,,,,,,,129€,69€
171327C_001_10_CNF,,One star pro ox,http://ballzy.eu/lt/product/one-star-pro-ox-171327c-001-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_171327C_001_10_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,89.00 EUR,39.00 EUR,"Converse,Black,Lifestyle,in stock,Yes,Converse,Male|Female",,,,,,,,89€,39€
30820292_070_CNF,,Dante,http://ballzy.eu/lt/product/dante-30820292-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30820292_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,139.00 EUR,64.00 EUR,"Dr. Martens,Smėlinė,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,139€,64€
30821358_070_CNF,,Dante,http://ballzy.eu/lt/product/dante-30821358-070-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30821358_070_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,139.00 EUR,64.00 EUR,"Dr. Martens,Green,Lifestyle,in stock,Yes,Dr. Martens,Male",,,,,,,,139€,64€
30826292_040_CNF,,Combs,http://ballzy.eu/lt/product/combs-30826292-040-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30826292_040_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Boots,159.00 EUR,79.00 EUR,"Dr. Martens,Smėlinė,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,159€,79€
30855358_040_CNF,,Buwick w,http://ballzy.eu/lt/product/buwick-w-30855358-040-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30855358_040_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Boots,169.00 EUR,89.00 EUR,"Dr. Martens,Green,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,169€,89€
30855329_040_CNF,,Buwick w,http://ballzy.eu/lt/product/buwick-w-30855329-040-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_30855329_040_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Boots,169.00 EUR,89.00 EUR,"Dr. Martens,Smėlinė,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,169€,89€
S60719_3_6_CNF,,Shadow 5000,http://ballzy.eu/lt/product/shadow-5000-s60719-3-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S60719_3_6_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,154.00 EUR,99.00 EUR,"Saucony,White,Lifestyle,in stock,Yes,Saucony,Female",,,,,,,,154€,99€
S60757_12_6_CNF,,Dxn trainer vintage,http://ballzy.eu/lt/product/dxn-trainer-vintage-s60757-12-6-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S60757_12_6_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,144.00 EUR,89.00 EUR,"Saucony,White,Lifestyle,in stock,Yes,Saucony,Female",,,,,,,,144€,89€
S70441_39_8_CNF,,Shadow 6000,http://ballzy.eu/lt/product/shadow-6000-s70441-39-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70441_39_8_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,164.00 EUR,74.00 EUR,"Saucony,Green,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,164€,74€
S70757_1_8.5_CNF,,Dxn trainer vintage,http://ballzy.eu/lt/product/dxn-trainer-vintage-s70757-1-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70757_1_8.5_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Men's Street Shoes,119.00 EUR,89.00 EUR,"Saucony,Gray,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,119€,89€
DD1503_118_6.5_CNF,,W nike dunk low,http://ballzy.eu/lt/product/w-nike-dunk-low-dd1503-118-6-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD1503_118_6.5_CNF.jpg,,"true to your crew… kõvakatteks loodud, kuid tänavatele viidud '80ndate b-palli ikoon naaseb ideaalselt läikivate kattekihide ja klassikaliste meeskonnavärvidega. ikoonilise korvpallidisainiga nike dunk low suunab '80ndate vintage´i tagasi tänavatele, samas kui selle polsterdatud, madala lõikega krae võimaldab sul oma mängu kõikjale kaasa võtta - mugavalt… toote omadused: pealse karge nahk on kergelt läikiv, vananeb pehmeks täiuslikkuseks ja sellel on '80ndate b-ball Apsilankykite pas mus ballzy.eu.",Women's Street Shoes,139.00 EUR,91.00 EUR,"Nike,Smėlinė,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,139€,91€
FZ6327_8.5_CNF,,Rivalry low,http://ballzy.eu/lt/product/rivalry-low-fz6327-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FZ6327_8.5_CNF.jpg,,"adidas rivalry teenis oma triibud kõnniteel ja sai seejärel punkarite ja rulluisutajate seas ikooniks. täna on legendaarne treener valmis domineerima igapäevaelus. lisa see oma igapäevasesse rotatsiooni ja naudi 80ndate nostalgiat pehme sünteetilise ja nahast pealse, klassikalise talla ja froteevoodriga. kogu armastatud og paari prestiiž on siin.  Apsilankykite pas mus ballzy.eu.",Men's Street Shoes,129.00 EUR,54.00 EUR,"adidas Originals,Black,Lifestyle,in stock,Yes,adidas Originals,Male",,,,,,,,129€,54€
ID4292_4.5_CNF,,Response cl w,http://ballzy.eu/lt/product/response-cl-w-id4292-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_ID4292_4.5_CNF.jpg,,"nendes adidas response cl kingades on midagi sellist, mis tekitab parimat isavibratsiooni. klassikaliselt sportlik välimus on segatud kokku õmmeldud mokkamoe pealiskattega, mis annab nostalgilise, kuid samas moodsa tunde. pehme eva-välipõhi pakub lisapehmendust ja kerget puudutust. olenemata sellest, kas te jätate lapsed kooli või reisite oma järgmisele seiklusele, teie jalad tänavad teid.  Apsilankykite pas mus ballzy.eu.",Women's Street Shoes,139.00 EUR,69.00 EUR,"adidas Originals,White,Lifestyle,in stock,Yes,adidas Originals,Female",,,,,,,,139€,69€
VN0005UJLLC1_055_CNF,,Sk8-hi flame,http://ballzy.eu/lt/product/sk8-hi-flame-vn0005ujllc1-055-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0005UJLLC1_055_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,109.00 EUR,49.00 EUR,"Vans,Pink,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,109€,49€
322992_131_10_CNF,,Jordan 6 rings,http://ballzy.eu/lt/product/jordan-6-rings-322992-131-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_322992_131_10_CNF.jpg,,"kerge muster. heavyweight legacy… tähistage ""his airness"" legendaarset karjääri koos jordan 6 rings. see sisaldab iga meistrivõistluste sarja ajal kantud kinga põhijooned, millel on esmaklassilised detailid ja kerge, madala profiiliga zoom air-padjandus, mis tagab tundliku tunde jala all… tooteomadused: zoom air üksused kannas ja esijalas tagavad kerge ja tundliku pehmenduse… nahk, kunstnahk ja/või tekstiilmaterjalid pealses tagavad mugavuse ja vastupidavuse& Apsilankykite pas mus ballzy.eu.",Men's Street Shoes,199.00 EUR,89.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,199€,89€
322992_160_10_CNF,,Jordan 6 rings,http://ballzy.eu/lt/product/jordan-6-rings-322992-160-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_322992_160_10_CNF.jpg,,"kerge muster. heavyweight legacy… tähistage ""his airness"" legendaarset karjääri koos jordan 6 rings. see sisaldab iga meistrivõistluste sarja ajal kantud kinga põhijooned, millel on esmaklassilised detailid ja kerge, madala profiiliga zoom air-padjandus, mis tagab tundliku tunde jala all… tooteomadused: zoom air üksused kannas ja esijalas tagavad kerge ja tundliku pehmenduse… nahk, kunstnahk ja/või tekstiilmaterjalid pealses tagavad mugavuse ja vastupidavuse& Apsilankykite pas mus ballzy.eu.",Men's Street Shoes,199.00 EUR,130.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,199€,130€
323419_616_3.5Y_CNF,,Jordan 6 rings gs,http://ballzy.eu/lt/product/jordan-6-rings-gs-323419-616-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_323419_616_3.5Y_CNF.jpg,,"kerge mugavus, raskus legaamine… tähistage ""tema õhulisuse"" legendaarset karjääri koos jordan 6 ringsiga. see sisaldab iga meistrivõistluste sarja ajal kantud kinga põhijooned, millel on esmaklassilised detailid ja kerge pehmendus, mis tagab luksusliku välimuse… tooteomadused: nahk, sünteetiline nahk ja/või tekstiilmaterjalid pealses, mis tagavad mugavuse ja vastupidavuse… vahtpolster stabiilsuse ja kerge pehmenduse… kummist välistald pakub vastupidavu Apsilankykite pas mus ballzy.eu.",Kids' Street Shoes,129.00 EUR,84.00 EUR,"Jordan,Pink,Lifestyle,in stock,Yes,Jordan,Female|Children",,,,,,,,129€,84€
CW1588_100_1.5Y_CNF,,Nike dunk low (ps),http://ballzy.eu/lt/product/nike-dunk-low-ps-cw1588-100-1-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_CW1588_100_1.5Y_CNF.jpg,,"true to the original… nike dunk low on kerge saak teie lapse riidekappi. see 80ndate keskpaiga korvpalliikoon naaseb ülikindla konstruktsiooni ja originaalvärvidega. lisage kummist tald, mis tagab haardumise, ja see on noorte tossupoegade jaoks suurepärane: ehtne ja sünteetiline nahk on vastupidavad ja lisavad klassikalise tunde… krae ja keele konstruktsioon koos perforeeringutega varvastel, et anda neile jalatsitele ikooniline välimus, mis on originaalile truuks jäänud… kummist  Apsilankykite pas mus ballzy.eu.",Kids' Street Shoes,79.00 EUR,52.00 EUR,"Nike,Black,Lifestyle,in stock,Yes,Nike,Children",,,,,,,,79€,52€
DC0774_101_6.5_CNF,,Wmns air jordan 1 low,http://ballzy.eu/lt/product/wmns-air-jordan-1-low-dc0774-101-6-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DC0774_101_6.5_CNF.jpg,,"alati sees, alati värske. air jordan 1 low seab sulle tükikese jordani ajalugu ja pärandit, mis on mugav kogu päeva. valige oma värvid, siis astuge välja ikoonilises profiilis, mis on ehitatud kõrgekvaliteedilise materjaliseguga ja kapseldatud airiga kannas… tooteomadused: selle mineku puhul on low´i pealses kasutatud nahast ja sünteetilistest materjalidest valmistatud tipptasemel segu… air-üksus on kapseldatud kannas, mis annab teile kerge pehmenduse, mis on olnud  Apsilankykite pas mus ballzy.eu.",Women's Street Shoes,139.00 EUR,91.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Female",,,,,,,,139€,91€
DD8959_100_6.5_CNF,,Wmns air force 1 ´07,http://ballzy.eu/lt/product/wmns-air-force-1-07-dd8959-100-6-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD8959_100_6.5_CNF.jpg,,"legendaarne stiil refined… sära elab edasi nike air force 1 ´07-s, b-palli ikoonis, mis paneb värske pöörde sellele, mida tunned kõige paremini: karge nahk, julged värvid ja täiuslik kogus välgust, et sind särada… toote omadused: nike air pehmendus lisab kerget ja kogu päeva kestvat mugavust… madalalt lõigatud siluett lisab puhta ja voolujoonelise välimuse… pehmendusega krae on pehme ja mugav… toote omadused alapealkirjad: pehmendusega krae on p Apsilankykite pas mus ballzy.eu.",Women's Street Shoes,134.00 EUR,119.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,134€,119€
DR8884_100_10_CNF,,Air jordan 2 retro,http://ballzy.eu/lt/product/air-jordan-2-retro-dr8884-100-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DR8884_100_10_CNF.jpg,,1986. aastal debüteerinud aj2 oli oma kuulsa eelkäija lahe noorem vend - ikoonilise aj1-i elegantsem ja kärbitud versioon. esmaklassilise naha ja nike airiga jalge all on see tagasipöördumine parim kombinatsioon kantavusest ja stiilist… tooteomadused: nahk tundub luksuslik ja lisab vastupidavust… nike air-sole üksus kannas pakub kerget ja tundlikku pehmendust… kummist välistald pakub haarduvust erinevatel pindadel… toote omaduste alapealkirjad:  Apsilankykite pas mus ballzy.eu.,Kids' Street Shoes,209.00 EUR,89.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Male|Female|Children",,,,,,,,209€,89€
129443_36_CNF,,Arizona eva,http://ballzy.eu/lt/product/arizona-eva-129443-36-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_129443_36_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,54.00 EUR,34.00 EUR,"Birkenstock,White,Lifestyle,in stock,Yes,Birkenstock,Female",,,,,,,,54€,34€
752483_36_CNF,,Arizona sfb leoi,http://ballzy.eu/lt/product/arizona-sfb-leoi-752483-36-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_752483_36_CNF.jpg,,Sportinė apranga. Apsilankykite pas mus ballzy.eu.,Women's Street Shoes,139.00 EUR,109.00 EUR,"Birkenstock,Black,Lifestyle,in stock,Yes,Birkenstock,Female",,,,,,,,139€,109€
